timestamp,hour,day_of_week,is_weekend,is_event,day_type,energy_kwh
2025-12-30 17:53:23.623281,17,1,0,1,event,25.49
2025-12-30 18:53:23.623281,18,1,0,1,event,80.48
2025-12-30 19:53:23.623281,19,1,0,1,event,100.21
2025-12-30 20:53:23.623281,20,1,0,1,event,105.7
2025-12-30 21:53:23.623281,21,1,0,1,event,100.68
2025-12-30 22:53:23.623281,22,1,0,1,event,80.74
2025-12-30 23:53:23.623281,23,1,0,1,event,6.82
2025-12-31 00:53:23.623281,0,2,0,1,event,6.91
2025-12-31 01:53:23.623281,1,2,0,1,event,8.32
2025-12-31 02:53:23.623281,2,2,0,1,event,8.24
2025-12-31 03:53:23.623281,3,2,0,1,event,9.72
2025-12-31 04:53:23.623281,4,2,0,1,event,7.56
2025-12-31 05:53:23.623281,5,2,0,1,event,6.97
2025-12-31 06:53:23.623281,6,2,0,1,event,21.87
2025-12-31 07:53:23.623281,7,2,0,1,event,26.43
2025-12-31 08:53:23.623281,8,2,0,1,event,28.45
2025-12-31 09:53:23.623281,9,2,0,1,event,28.65
2025-12-31 10:53:23.623281,10,2,0,1,event,22.75
2025-12-31 11:53:23.623281,11,2,0,0,weekday,25.06
2025-12-31 12:53:23.623281,12,2,0,0,weekday,25.02
2025-12-31 13:53:23.623281,13,2,0,0,weekday,23.57
2025-12-31 14:53:23.623281,14,2,0,0,weekday,25.44
2025-12-31 15:53:23.623281,15,2,0,0,weekday,24.55
2025-12-31 16:53:23.623281,16,2,0,0,weekday,25.64
2025-12-31 17:53:23.623281,17,2,0,0,weekday,26.73
2025-12-31 18:53:23.623281,18,2,0,0,weekday,35.14
2025-12-31 19:53:23.623281,19,2,0,0,weekday,48.27
2025-12-31 20:53:23.623281,20,2,0,0,weekday,52.34
2025-12-31 21:53:23.623281,21,2,0,0,weekday,50.18
2025-12-31 22:53:23.623281,22,2,0,0,weekday,40.5
2025-12-31 23:53:23.623281,23,2,0,0,weekday,7.35
2026-01-01 00:53:23.623281,0,3,0,0,weekday,8.05
2026-01-01 01:53:23.623281,1,3,0,0,weekday,8.68
2026-01-01 02:53:23.623281,2,3,0,0,weekday,8.97
2026-01-01 03:53:23.623281,3,3,0,0,weekday,8.84
2026-01-01 04:53:23.623281,4,3,0,0,weekday,9.22
2026-01-01 05:53:23.623281,5,3,0,0,weekday,9.16
2026-01-01 06:53:23.623281,6,3,0,0,weekday,22.46
2026-01-01 07:53:23.623281,7,3,0,0,weekday,26.11
2026-01-01 08:53:23.623281,8,3,0,0,weekday,24.96
2026-01-01 09:53:23.623281,9,3,0,0,weekday,25.34
2026-01-01 10:53:23.623281,10,3,0,0,weekday,24.57
2026-01-01 11:53:23.623281,11,3,0,1,event,26.94
2026-01-01 12:53:23.623281,12,3,0,1,event,26.18
2026-01-01 13:53:23.623281,13,3,0,1,event,24.54
2026-01-01 14:53:23.623281,14,3,0,1,event,20.63
2026-01-01 15:53:23.623281,15,3,0,1,event,27.72
2026-01-01 16:53:23.623281,16,3,0,1,event,24.43
2026-01-01 17:53:23.623281,17,3,0,1,event,26.98
2026-01-01 18:53:23.623281,18,3,0,1,event,73.27
2026-01-01 19:53:23.623281,19,3,0,1,event,101.36
2026-01-01 20:53:23.623281,20,3,0,1,event,108.59
2026-01-01 21:53:23.623281,21,3,0,1,event,96.62
2026-01-01 22:53:23.623281,22,3,0,1,event,81.3
2026-01-01 23:53:23.623281,23,3,0,1,event,8.16
2026-01-02 00:53:23.623281,0,4,0,1,event,7.33
2026-01-02 01:53:23.623281,1,4,0,1,event,6.72
2026-01-02 02:53:23.623281,2,4,0,1,event,9.49
2026-01-02 03:53:23.623281,3,4,0,1,event,7.15
2026-01-02 04:53:23.623281,4,4,0,1,event,8.33
2026-01-02 05:53:23.623281,5,4,0,1,event,7.89
2026-01-02 06:53:23.623281,6,4,0,1,event,27.04
2026-01-02 07:53:23.623281,7,4,0,1,event,25.27
2026-01-02 08:53:23.623281,8,4,0,1,event,25.64
2026-01-02 09:53:23.623281,9,4,0,1,event,22.65
2026-01-02 10:53:23.623281,10,4,0,1,event,22.54
2026-01-02 11:53:23.623281,11,4,0,0,weekday,24.96
2026-01-02 12:53:23.623281,12,4,0,0,weekday,28.44
2026-01-02 13:53:23.623281,13,4,0,0,weekday,27.67
2026-01-02 14:53:23.623281,14,4,0,0,weekday,24.77
2026-01-02 15:53:23.623281,15,4,0,0,weekday,24.33
2026-01-02 16:53:23.623281,16,4,0,0,weekday,25.24
2026-01-02 17:53:23.623281,17,4,0,0,weekday,29.09
2026-01-02 18:53:23.623281,18,4,0,0,weekday,40.47
2026-01-02 19:53:23.623281,19,4,0,0,weekday,52.12
2026-01-02 20:53:23.623281,20,4,0,0,weekday,55.47
2026-01-02 21:53:23.623281,21,4,0,0,weekday,51.78
2026-01-02 22:53:23.623281,22,4,0,0,weekday,37.0
2026-01-02 23:53:23.623281,23,4,0,0,weekday,8.06
2026-01-03 00:53:23.623281,0,5,1,0,weekend,8.37
2026-01-03 01:53:23.623281,1,5,1,0,weekend,8.77
2026-01-03 02:53:23.623281,2,5,1,0,weekend,7.96
2026-01-03 03:53:23.623281,3,5,1,0,weekend,9.26
2026-01-03 04:53:23.623281,4,5,1,0,weekend,6.14
2026-01-03 05:53:23.623281,5,5,1,0,weekend,9.03
2026-01-03 06:53:23.623281,6,5,1,0,weekend,31.72
2026-01-03 07:53:23.623281,7,5,1,0,weekend,31.2
2026-01-03 08:53:23.623281,8,5,1,0,weekend,33.46
2026-01-03 09:53:23.623281,9,5,1,0,weekend,29.68
2026-01-03 10:53:23.623281,10,5,1,0,weekend,32.71
2026-01-03 11:53:23.623281,11,5,1,1,event,29.67
2026-01-03 12:53:23.623281,12,5,1,1,event,30.56
2026-01-03 13:53:23.623281,13,5,1,1,event,31.28
2026-01-03 14:53:23.623281,14,5,1,1,event,32.2
2026-01-03 15:53:23.623281,15,5,1,1,event,32.32
2026-01-03 16:53:23.623281,16,5,1,1,event,28.54
2026-01-03 17:53:23.623281,17,5,1,1,event,31.42
2026-01-03 18:53:23.623281,18,5,1,1,event,82.19
2026-01-03 19:53:23.623281,19,5,1,1,event,99.81
2026-01-03 20:53:23.623281,20,5,1,1,event,109.9
2026-01-03 21:53:23.623281,21,5,1,1,event,102.96
2026-01-03 22:53:23.623281,22,5,1,1,event,77.01
2026-01-03 23:53:23.623281,23,5,1,1,event,8.25
2026-01-04 00:53:23.623281,0,6,1,1,event,7.23
2026-01-04 01:53:23.623281,1,6,1,1,event,7.75
2026-01-04 02:53:23.623281,2,6,1,1,event,6.36
2026-01-04 03:53:23.623281,3,6,1,1,event,8.92
2026-01-04 04:53:23.623281,4,6,1,1,event,7.56
2026-01-04 05:53:23.623281,5,6,1,1,event,6.93
2026-01-04 06:53:23.623281,6,6,1,1,event,29.98
2026-01-04 07:53:23.623281,7,6,1,1,event,30.02
2026-01-04 08:53:23.623281,8,6,1,1,event,31.19
2026-01-04 09:53:23.623281,9,6,1,1,event,32.94
2026-01-04 10:53:23.623281,10,6,1,1,event,29.83
2026-01-04 11:53:23.623281,11,6,1,0,weekend,30.5
2026-01-04 12:53:23.623281,12,6,1,0,weekend,29.98
2026-01-04 13:53:23.623281,13,6,1,0,weekend,30.74
2026-01-04 14:53:23.623281,14,6,1,0,weekend,30.37
2026-01-04 15:53:23.623281,15,6,1,0,weekend,31.9
2026-01-04 16:53:23.623281,16,6,1,0,weekend,34.08
2026-01-04 17:53:23.623281,17,6,1,0,weekend,28.77
2026-01-04 18:53:23.623281,18,6,1,0,weekend,39.21
2026-01-04 19:53:23.623281,19,6,1,0,weekend,45.99
2026-01-04 20:53:23.623281,20,6,1,0,weekend,53.26
2026-01-04 21:53:23.623281,21,6,1,0,weekend,51.62
2026-01-04 22:53:23.623281,22,6,1,0,weekend,41.64
2026-01-04 23:53:23.623281,23,6,1,0,weekend,8.42
2026-01-05 00:53:23.623281,0,0,0,0,weekday,10.32
2026-01-05 01:53:23.623281,1,0,0,0,weekday,8.6
2026-01-05 02:53:23.623281,2,0,0,0,weekday,9.93
2026-01-05 03:53:23.623281,3,0,0,0,weekday,6.04
2026-01-05 04:53:23.623281,4,0,0,0,weekday,9.07
2026-01-05 05:53:23.623281,5,0,0,0,weekday,9.12
2026-01-05 06:53:23.623281,6,0,0,0,weekday,25.03
2026-01-05 07:53:23.623281,7,0,0,0,weekday,27.73
2026-01-05 08:53:23.623281,8,0,0,0,weekday,22.86
2026-01-05 09:53:23.623281,9,0,0,0,weekday,18.94
2026-01-05 10:53:23.623281,10,0,0,0,weekday,25.79
2026-01-05 11:53:23.623281,11,0,0,0,weekday,24.19
2026-01-05 12:53:23.623281,12,0,0,0,weekday,20.38
2026-01-05 13:53:23.623281,13,0,0,0,weekday,27.39
2026-01-05 14:53:23.623281,14,0,0,0,weekday,26.2
2026-01-05 15:53:23.623281,15,0,0,0,weekday,25.13
2026-01-05 16:53:23.623281,16,0,0,0,weekday,24.89
2026-01-05 17:53:23.623281,17,0,0,0,weekday,23.5
2026-01-05 18:53:23.623281,18,0,0,0,weekday,37.44
2026-01-05 19:53:23.623281,19,0,0,0,weekday,52.71
2026-01-05 20:53:23.623281,20,0,0,0,weekday,53.57
2026-01-05 21:53:23.623281,21,0,0,0,weekday,48.72
2026-01-05 22:53:23.623281,22,0,0,0,weekday,42.78
2026-01-05 23:53:23.623281,23,0,0,0,weekday,7.78
2026-01-06 00:53:23.623281,0,1,0,0,weekday,6.46
2026-01-06 01:53:23.623281,1,1,0,0,weekday,8.69
2026-01-06 02:53:23.623281,2,1,0,0,weekday,7.5
2026-01-06 03:53:23.623281,3,1,0,0,weekday,8.44
2026-01-06 04:53:23.623281,4,1,0,0,weekday,8.39
2026-01-06 05:53:23.623281,5,1,0,0,weekday,8.03
2026-01-06 06:53:23.623281,6,1,0,0,weekday,23.27
2026-01-06 07:53:23.623281,7,1,0,0,weekday,24.19
2026-01-06 08:53:23.623281,8,1,0,0,weekday,23.44
2026-01-06 09:53:23.623281,9,1,0,0,weekday,27.34
2026-01-06 10:53:23.623281,10,1,0,0,weekday,23.25
2026-01-06 11:53:23.623281,11,1,0,0,weekday,24.11
2026-01-06 12:53:23.623281,12,1,0,0,weekday,26.86
2026-01-06 13:53:23.623281,13,1,0,0,weekday,21.43
2026-01-06 14:53:23.623281,14,1,0,0,weekday,23.77
2026-01-06 15:53:23.623281,15,1,0,0,weekday,25.24
2026-01-06 16:53:23.623281,16,1,0,0,weekday,25.04
2026-01-06 17:53:23.623281,17,1,0,0,weekday,24.94
2026-01-06 18:53:23.623281,18,1,0,0,weekday,41.56
2026-01-06 19:53:23.623281,19,1,0,0,weekday,51.31
2026-01-06 20:53:23.623281,20,1,0,0,weekday,57.81
2026-01-06 21:53:23.623281,21,1,0,0,weekday,50.05
2026-01-06 22:53:23.623281,22,1,0,0,weekday,39.55
2026-01-06 23:53:23.623281,23,1,0,0,weekday,7.44
2026-01-07 00:53:23.623281,0,2,0,0,weekday,6.93
2026-01-07 01:53:23.623281,1,2,0,0,weekday,7.84
2026-01-07 02:53:23.623281,2,2,0,0,weekday,8.77
2026-01-07 03:53:23.623281,3,2,0,0,weekday,4.96
2026-01-07 04:53:23.623281,4,2,0,0,weekday,8.4
2026-01-07 05:53:23.623281,5,2,0,0,weekday,7.34
2026-01-07 06:53:23.623281,6,2,0,0,weekday,29.49
2026-01-07 07:53:23.623281,7,2,0,0,weekday,24.72
2026-01-07 08:53:23.623281,8,2,0,0,weekday,23.07
2026-01-07 09:53:23.623281,9,2,0,0,weekday,24.36
2026-01-07 10:53:23.623281,10,2,0,0,weekday,27.53
2026-01-07 11:53:23.623281,11,2,0,1,event,26.07
2026-01-07 12:53:23.623281,12,2,0,1,event,27.81
2026-01-07 13:53:23.623281,13,2,0,1,event,24.54
2026-01-07 14:53:23.623281,14,2,0,1,event,27.23
2026-01-07 15:53:23.623281,15,2,0,1,event,23.33
2026-01-07 16:53:23.623281,16,2,0,1,event,29.03
2026-01-07 17:53:23.623281,17,2,0,1,event,24.1
2026-01-07 18:53:23.623281,18,2,0,1,event,77.61
2026-01-07 19:53:23.623281,19,2,0,1,event,96.47
2026-01-07 20:53:23.623281,20,2,0,1,event,118.5
2026-01-07 21:53:23.623281,21,2,0,1,event,95.98
2026-01-07 22:53:23.623281,22,2,0,1,event,83.84
2026-01-07 23:53:23.623281,23,2,0,1,event,6.3
2026-01-08 00:53:23.623281,0,3,0,1,event,7.45
2026-01-08 01:53:23.623281,1,3,0,1,event,6.49
2026-01-08 02:53:23.623281,2,3,0,1,event,8.39
2026-01-08 03:53:23.623281,3,3,0,1,event,7.8
2026-01-08 04:53:23.623281,4,3,0,1,event,8.83
2026-01-08 05:53:23.623281,5,3,0,1,event,7.5
2026-01-08 06:53:23.623281,6,3,0,1,event,23.96
2026-01-08 07:53:23.623281,7,3,0,1,event,27.48
2026-01-08 08:53:23.623281,8,3,0,1,event,22.26
2026-01-08 09:53:23.623281,9,3,0,1,event,25.06
2026-01-08 10:53:23.623281,10,3,0,1,event,22.58
2026-01-08 11:53:23.623281,11,3,0,0,weekday,21.03
2026-01-08 12:53:23.623281,12,3,0,0,weekday,24.3
2026-01-08 13:53:23.623281,13,3,0,0,weekday,24.26
2026-01-08 14:53:23.623281,14,3,0,0,weekday,26.07
2026-01-08 15:53:23.623281,15,3,0,0,weekday,23.65
2026-01-08 16:53:23.623281,16,3,0,0,weekday,29.36
2026-01-08 17:53:23.623281,17,3,0,0,weekday,25.22
2026-01-08 18:53:23.623281,18,3,0,0,weekday,36.89
2026-01-08 19:53:23.623281,19,3,0,0,weekday,48.09
2026-01-08 20:53:23.623281,20,3,0,0,weekday,56.21
2026-01-08 21:53:23.623281,21,3,0,0,weekday,54.5
2026-01-08 22:53:23.623281,22,3,0,0,weekday,42.04
2026-01-08 23:53:23.623281,23,3,0,0,weekday,9.06
2026-01-09 00:53:23.623281,0,4,0,0,weekday,7.8
2026-01-09 01:53:23.623281,1,4,0,0,weekday,7.88
2026-01-09 02:53:23.623281,2,4,0,0,weekday,7.4
2026-01-09 03:53:23.623281,3,4,0,0,weekday,7.26
2026-01-09 04:53:23.623281,4,4,0,0,weekday,7.63
2026-01-09 05:53:23.623281,5,4,0,0,weekday,7.8
2026-01-09 06:53:23.623281,6,4,0,0,weekday,25.7
2026-01-09 07:53:23.623281,7,4,0,0,weekday,19.41
2026-01-09 08:53:23.623281,8,4,0,0,weekday,28.31
2026-01-09 09:53:23.623281,9,4,0,0,weekday,24.33
2026-01-09 10:53:23.623281,10,4,0,0,weekday,21.05
2026-01-09 11:53:23.623281,11,4,0,0,weekday,25.94
2026-01-09 12:53:23.623281,12,4,0,0,weekday,25.0
2026-01-09 13:53:23.623281,13,4,0,0,weekday,20.44
2026-01-09 14:53:23.623281,14,4,0,0,weekday,25.65
2026-01-09 15:53:23.623281,15,4,0,0,weekday,23.26
2026-01-09 16:53:23.623281,16,4,0,0,weekday,22.02
2026-01-09 17:53:23.623281,17,4,0,0,weekday,27.7
2026-01-09 18:53:23.623281,18,4,0,0,weekday,40.1
2026-01-09 19:53:23.623281,19,4,0,0,weekday,47.03
2026-01-09 20:53:23.623281,20,4,0,0,weekday,51.01
2026-01-09 21:53:23.623281,21,4,0,0,weekday,51.44
2026-01-09 22:53:23.623281,22,4,0,0,weekday,38.52
2026-01-09 23:53:23.623281,23,4,0,0,weekday,8.77
2026-01-10 00:53:23.623281,0,5,1,0,weekend,7.61
2026-01-10 01:53:23.623281,1,5,1,0,weekend,9.15
2026-01-10 02:53:23.623281,2,5,1,0,weekend,7.08
2026-01-10 03:53:23.623281,3,5,1,0,weekend,6.05
2026-01-10 04:53:23.623281,4,5,1,0,weekend,6.8
2026-01-10 05:53:23.623281,5,5,1,0,weekend,7.14
2026-01-10 06:53:23.623281,6,5,1,0,weekend,29.75
2026-01-10 07:53:23.623281,7,5,1,0,weekend,32.25
2026-01-10 08:53:23.623281,8,5,1,0,weekend,32.5
2026-01-10 09:53:23.623281,9,5,1,0,weekend,28.19
2026-01-10 10:53:23.623281,10,5,1,0,weekend,30.43
2026-01-10 11:53:23.623281,11,5,1,0,weekend,32.0
2026-01-10 12:53:23.623281,12,5,1,0,weekend,28.45
2026-01-10 13:53:23.623281,13,5,1,0,weekend,26.25
2026-01-10 14:53:23.623281,14,5,1,0,weekend,30.68
2026-01-10 15:53:23.623281,15,5,1,0,weekend,29.97
2026-01-10 16:53:23.623281,16,5,1,0,weekend,29.17
2026-01-10 17:53:23.623281,17,5,1,0,weekend,29.71
2026-01-10 18:53:23.623281,18,5,1,0,weekend,43.14
2026-01-10 19:53:23.623281,19,5,1,0,weekend,48.12
2026-01-10 20:53:23.623281,20,5,1,0,weekend,58.67
2026-01-10 21:53:23.623281,21,5,1,0,weekend,51.38
2026-01-10 22:53:23.623281,22,5,1,0,weekend,38.99
2026-01-10 23:53:23.623281,23,5,1,0,weekend,9.13
2026-01-11 00:53:23.623281,0,6,1,0,weekend,6.99
2026-01-11 01:53:23.623281,1,6,1,0,weekend,8.96
2026-01-11 02:53:23.623281,2,6,1,0,weekend,7.35
2026-01-11 03:53:23.623281,3,6,1,0,weekend,6.35
2026-01-11 04:53:23.623281,4,6,1,0,weekend,6.79
2026-01-11 05:53:23.623281,5,6,1,0,weekend,9.9
2026-01-11 06:53:23.623281,6,6,1,0,weekend,29.49
2026-01-11 07:53:23.623281,7,6,1,0,weekend,32.35
2026-01-11 08:53:23.623281,8,6,1,0,weekend,31.01
2026-01-11 09:53:23.623281,9,6,1,0,weekend,30.36
2026-01-11 10:53:23.623281,10,6,1,0,weekend,28.37
2026-01-11 11:53:23.623281,11,6,1,0,weekend,31.77
2026-01-11 12:53:23.623281,12,6,1,0,weekend,29.96
2026-01-11 13:53:23.623281,13,6,1,0,weekend,31.16
2026-01-11 14:53:23.623281,14,6,1,0,weekend,29.2
2026-01-11 15:53:23.623281,15,6,1,0,weekend,30.74
2026-01-11 16:53:23.623281,16,6,1,0,weekend,30.77
2026-01-11 17:53:23.623281,17,6,1,0,weekend,29.86
2026-01-11 18:53:23.623281,18,6,1,0,weekend,42.08
2026-01-11 19:53:23.623281,19,6,1,0,weekend,52.27
2026-01-11 20:53:23.623281,20,6,1,0,weekend,55.16
2026-01-11 21:53:23.623281,21,6,1,0,weekend,49.14
2026-01-11 22:53:23.623281,22,6,1,0,weekend,41.47
2026-01-11 23:53:23.623281,23,6,1,0,weekend,7.71
2026-01-12 00:53:23.623281,0,0,0,0,weekday,9.37
2026-01-12 01:53:23.623281,1,0,0,0,weekday,8.23
2026-01-12 02:53:23.623281,2,0,0,0,weekday,8.11
2026-01-12 03:53:23.623281,3,0,0,0,weekday,7.75
2026-01-12 04:53:23.623281,4,0,0,0,weekday,5.98
2026-01-12 05:53:23.623281,5,0,0,0,weekday,10.42
2026-01-12 06:53:23.623281,6,0,0,0,weekday,27.27
2026-01-12 07:53:23.623281,7,0,0,0,weekday,28.07
2026-01-12 08:53:23.623281,8,0,0,0,weekday,24.15
2026-01-12 09:53:23.623281,9,0,0,0,weekday,26.23
2026-01-12 10:53:23.623281,10,0,0,0,weekday,26.04
2026-01-12 11:53:23.623281,11,0,0,0,weekday,23.72
2026-01-12 12:53:23.623281,12,0,0,0,weekday,22.46
2026-01-12 13:53:23.623281,13,0,0,0,weekday,24.04
2026-01-12 14:53:23.623281,14,0,0,0,weekday,20.17
2026-01-12 15:53:23.623281,15,0,0,0,weekday,26.14
2026-01-12 16:53:23.623281,16,0,0,0,weekday,24.5
2026-01-12 17:53:23.623281,17,0,0,0,weekday,28.04
2026-01-12 18:53:23.623281,18,0,0,0,weekday,38.84
2026-01-12 19:53:23.623281,19,0,0,0,weekday,49.95
2026-01-12 20:53:23.623281,20,0,0,0,weekday,56.99
2026-01-12 21:53:23.623281,21,0,0,0,weekday,55.99
2026-01-12 22:53:23.623281,22,0,0,0,weekday,38.83
2026-01-12 23:53:23.623281,23,0,0,0,weekday,7.82
2026-01-13 00:53:23.623281,0,1,0,0,weekday,6.92
2026-01-13 01:53:23.623281,1,1,0,0,weekday,7.0
2026-01-13 02:53:23.623281,2,1,0,0,weekday,8.66
2026-01-13 03:53:23.623281,3,1,0,0,weekday,8.53
2026-01-13 04:53:23.623281,4,1,0,0,weekday,9.39
2026-01-13 05:53:23.623281,5,1,0,0,weekday,8.4
2026-01-13 06:53:23.623281,6,1,0,0,weekday,24.47
2026-01-13 07:53:23.623281,7,1,0,0,weekday,24.22
2026-01-13 08:53:23.623281,8,1,0,0,weekday,24.26
2026-01-13 09:53:23.623281,9,1,0,0,weekday,23.66
2026-01-13 10:53:23.623281,10,1,0,0,weekday,26.79
2026-01-13 11:53:23.623281,11,1,0,1,event,20.0
2026-01-13 12:53:23.623281,12,1,0,1,event,26.08
2026-01-13 13:53:23.623281,13,1,0,1,event,21.79
2026-01-13 14:53:23.623281,14,1,0,1,event,25.73
2026-01-13 15:53:23.623281,15,1,0,1,event,25.71
2026-01-13 16:53:23.623281,16,1,0,1,event,22.38
2026-01-13 17:53:23.623281,17,1,0,1,event,23.6
2026-01-13 18:53:23.623281,18,1,0,1,event,81.25
2026-01-13 19:53:23.623281,19,1,0,1,event,99.12
2026-01-13 20:53:23.623281,20,1,0,1,event,114.72
2026-01-13 21:53:23.623281,21,1,0,1,event,98.24
2026-01-13 22:53:23.623281,22,1,0,1,event,78.62
2026-01-13 23:53:23.623281,23,1,0,1,event,7.27
2026-01-14 00:53:23.623281,0,2,0,1,event,8.82
2026-01-14 01:53:23.623281,1,2,0,1,event,7.45
2026-01-14 02:53:23.623281,2,2,0,1,event,8.88
2026-01-14 03:53:23.623281,3,2,0,1,event,7.51
2026-01-14 04:53:23.623281,4,2,0,1,event,8.26
2026-01-14 05:53:23.623281,5,2,0,1,event,7.51
2026-01-14 06:53:23.623281,6,2,0,1,event,27.19
2026-01-14 07:53:23.623281,7,2,0,1,event,23.73
2026-01-14 08:53:23.623281,8,2,0,1,event,29.58
2026-01-14 09:53:23.623281,9,2,0,1,event,25.75
2026-01-14 10:53:23.623281,10,2,0,1,event,25.72
2026-01-14 11:53:23.623281,11,2,0,0,weekday,23.26
2026-01-14 12:53:23.623281,12,2,0,0,weekday,22.59
2026-01-14 13:53:23.623281,13,2,0,0,weekday,23.02
2026-01-14 14:53:23.623281,14,2,0,0,weekday,25.34
2026-01-14 15:53:23.623281,15,2,0,0,weekday,25.4
2026-01-14 16:53:23.623281,16,2,0,0,weekday,27.25
2026-01-14 17:53:23.623281,17,2,0,0,weekday,23.29
2026-01-14 18:53:23.623281,18,2,0,0,weekday,40.11
2026-01-14 19:53:23.623281,19,2,0,0,weekday,47.65
2026-01-14 20:53:23.623281,20,2,0,0,weekday,52.33
2026-01-14 21:53:23.623281,21,2,0,0,weekday,49.99
2026-01-14 22:53:23.623281,22,2,0,0,weekday,41.4
2026-01-14 23:53:23.623281,23,2,0,0,weekday,7.76
2026-01-15 00:53:23.623281,0,3,0,0,weekday,6.71
2026-01-15 01:53:23.623281,1,3,0,0,weekday,8.36
2026-01-15 02:53:23.623281,2,3,0,0,weekday,8.5
2026-01-15 03:53:23.623281,3,3,0,0,weekday,9.75
2026-01-15 04:53:23.623281,4,3,0,0,weekday,8.54
2026-01-15 05:53:23.623281,5,3,0,0,weekday,7.45
2026-01-15 06:53:23.623281,6,3,0,0,weekday,26.22
2026-01-15 07:53:23.623281,7,3,0,0,weekday,27.44
2026-01-15 08:53:23.623281,8,3,0,0,weekday,22.45
2026-01-15 09:53:23.623281,9,3,0,0,weekday,26.2
2026-01-15 10:53:23.623281,10,3,0,0,weekday,26.34
2026-01-15 11:53:23.623281,11,3,0,0,weekday,23.3
2026-01-15 12:53:23.623281,12,3,0,0,weekday,23.42
2026-01-15 13:53:23.623281,13,3,0,0,weekday,23.05
2026-01-15 14:53:23.623281,14,3,0,0,weekday,20.73
2026-01-15 15:53:23.623281,15,3,0,0,weekday,25.48
2026-01-15 16:53:23.623281,16,3,0,0,weekday,26.08
2026-01-15 17:53:23.623281,17,3,0,0,weekday,26.98
2026-01-15 18:53:23.623281,18,3,0,0,weekday,38.9
2026-01-15 19:53:23.623281,19,3,0,0,weekday,54.95
2026-01-15 20:53:23.623281,20,3,0,0,weekday,51.31
2026-01-15 21:53:23.623281,21,3,0,0,weekday,46.62
2026-01-15 22:53:23.623281,22,3,0,0,weekday,39.73
2026-01-15 23:53:23.623281,23,3,0,0,weekday,8.01
2026-01-16 00:53:23.623281,0,4,0,0,weekday,7.66
2026-01-16 01:53:23.623281,1,4,0,0,weekday,8.88
2026-01-16 02:53:23.623281,2,4,0,0,weekday,6.9
2026-01-16 03:53:23.623281,3,4,0,0,weekday,7.59
2026-01-16 04:53:23.623281,4,4,0,0,weekday,7.73
2026-01-16 05:53:23.623281,5,4,0,0,weekday,7.89
2026-01-16 06:53:23.623281,6,4,0,0,weekday,25.98
2026-01-16 07:53:23.623281,7,4,0,0,weekday,25.34
2026-01-16 08:53:23.623281,8,4,0,0,weekday,22.32
2026-01-16 09:53:23.623281,9,4,0,0,weekday,23.74
2026-01-16 10:53:23.623281,10,4,0,0,weekday,27.6
2026-01-16 11:53:23.623281,11,4,0,0,weekday,25.32
2026-01-16 12:53:23.623281,12,4,0,0,weekday,25.49
2026-01-16 13:53:23.623281,13,4,0,0,weekday,22.3
2026-01-16 14:53:23.623281,14,4,0,0,weekday,26.42
2026-01-16 15:53:23.623281,15,4,0,0,weekday,25.15
2026-01-16 16:53:23.623281,16,4,0,0,weekday,25.62
2026-01-16 17:53:23.623281,17,4,0,0,weekday,23.36
2026-01-16 18:53:23.623281,18,4,0,0,weekday,38.81
2026-01-16 19:53:23.623281,19,4,0,0,weekday,48.85
2026-01-16 20:53:23.623281,20,4,0,0,weekday,52.47
2026-01-16 21:53:23.623281,21,4,0,0,weekday,47.02
2026-01-16 22:53:23.623281,22,4,0,0,weekday,43.24
2026-01-16 23:53:23.623281,23,4,0,0,weekday,8.71
2026-01-17 00:53:23.623281,0,5,1,0,weekend,8.9
2026-01-17 01:53:23.623281,1,5,1,0,weekend,8.47
2026-01-17 02:53:23.623281,2,5,1,0,weekend,5.67
2026-01-17 03:53:23.623281,3,5,1,0,weekend,7.55
2026-01-17 04:53:23.623281,4,5,1,0,weekend,5.11
2026-01-17 05:53:23.623281,5,5,1,0,weekend,7.86
2026-01-17 06:53:23.623281,6,5,1,0,weekend,28.66
2026-01-17 07:53:23.623281,7,5,1,0,weekend,27.84
2026-01-17 08:53:23.623281,8,5,1,0,weekend,29.48
2026-01-17 09:53:23.623281,9,5,1,0,weekend,27.82
2026-01-17 10:53:23.623281,10,5,1,0,weekend,30.87
2026-01-17 11:53:23.623281,11,5,1,1,event,24.53
2026-01-17 12:53:23.623281,12,5,1,1,event,27.6
2026-01-17 13:53:23.623281,13,5,1,1,event,30.49
2026-01-17 14:53:23.623281,14,5,1,1,event,28.66
2026-01-17 15:53:23.623281,15,5,1,1,event,31.99
2026-01-17 16:53:23.623281,16,5,1,1,event,32.1
2026-01-17 17:53:23.623281,17,5,1,1,event,28.4
2026-01-17 18:53:23.623281,18,5,1,1,event,77.28
2026-01-17 19:53:23.623281,19,5,1,1,event,99.37
2026-01-17 20:53:23.623281,20,5,1,1,event,109.17
2026-01-17 21:53:23.623281,21,5,1,1,event,103.13
2026-01-17 22:53:23.623281,22,5,1,1,event,73.65
2026-01-17 23:53:23.623281,23,5,1,1,event,6.11
2026-01-18 00:53:23.623281,0,6,1,1,event,7.96
2026-01-18 01:53:23.623281,1,6,1,1,event,9.04
2026-01-18 02:53:23.623281,2,6,1,1,event,8.13
2026-01-18 03:53:23.623281,3,6,1,1,event,6.55
2026-01-18 04:53:23.623281,4,6,1,1,event,7.61
